date,county,state,pop,cases,deaths,casesPerCapita,deathsPerCapita
44034,LaGrange County,Indiana,28669,506,10,0.017649726,0.000348809
44034,LaPorte County,Indiana,10078,708,28,0.070252034,0.002778329
44034,Lake County,Indiana,28669,6418,274,0.223865499,0.009557362
44034,Lawrence County,Indiana,48434,284,27,0.00586365,0.00055746
44034,Madison County,Indiana,28120,733,75,0.026066856,0.002667141
44034,Marion County,Indiana,8742,13228,758,1.513154884,0.086707847
44034,Marshall County,Indiana,8742,682,16,0.078014184,0.001830245
44034,Martin County,Indiana,8742,36,0,0.004118051,0
44034,Miami County,Indiana,21992,221,2,0.010049109,0.0000909
44034,Monroe County,Indiana,26424,499,32,0.018884348,0.00121102
44034,Montgomery County,Indiana,9123,309,22,0.033870437,0.002411487
44034,Morgan County,Indiana,17868,379,34,0.021211104,0.001902843
44034,Newton County,Indiana,99958,103,11,0.001030433,0.000110046
44034,Noble County,Indiana,99958,583,29,0.00583245,0.000290122
44034,Ohio County,Indiana,14899,33,2,0.002214914,0.000134237
44034,Orange County,Indiana,14899,152,26,0.010202027,0.001745084
44034,Owen County,Indiana,14899,60,1,0.004027116,0.0000671
44034,Parke County,Indiana,53497,40,0,0.000747705,0
44034,Perry County,Indiana,22350,172,13,0.007695749,0.000581655
44034,Pike County,Indiana,16430,21,0,0.00127815,0
44034,Porter County,Indiana,4470,962,40,0.215212528,0.008948546
44034,Posey County,Indiana,4470,128,0,0.028635347,0
44034,Pulaski County,Indiana,6161,71,1,0.011524103,0.000162311
44034,Putnam County,Indiana,6006,202,8,0.033633034,0.001332001
44034,Randolph County,Indiana,25414,113,4,0.004446368,0.000157394
44034,Ripley County,Indiana,17457,160,7,0.009165378,0.000400985
44034,Rush County,Indiana,17457,101,4,0.005785645,0.000229134
44034,Scott County,Indiana,3461,206,11,0.05952037,0.003178272
44034,Shelby County,Indiana,25448,753,32,0.029589752,0.001257466
44034,Spencer County,Indiana,8490,98,1,0.011542992,0.000117786
44034,St. Joseph County,Indiana,8490,2616,79,0.308127208,0.009305065
44034,Starke County,Indiana,8490,143,5,0.016843345,0.000588928
44034,Steuben County,Indiana,1143,165,3,0.144356955,0.002624672
44034,Sullivan County,Indiana,1490,68,1,0.045637584,0.000671141
44034,Switzerland County,Indiana,7854,38,0,0.004838299,0
44034,Tippecanoe County,Indiana,1641,910,12,0.554539915,0.007312614
44034,Tipton County,Indiana,1641,54,3,0.032906764,0.001828154
44034,Union County,Indiana,9208,41,0,0.00445265,0
44034,Vanderburgh County,Indiana,24254,1239,6,0.051084357,0.000247382
44034,Vermillion County,Indiana,24254,21,0,0.000865837,0
44034,Vigo County,Indiana,24254,319,10,0.01315247,0.000412303
44034,Wabash County,Indiana,24254,135,3,0.005566092,0.000123691
44034,Warren County,Indiana,24254,18,1,0.000742146,0.0000412
44034,Warrick County,Indiana,24254,383,31,0.01579121,0.00127814
44034,Washington County,Indiana,24254,77,1,0.003174734,0.0000412
44034,Wayne County,Indiana,42481,436,7,0.010263412,0.00016478
44034,Wells County,Indiana,9154,120,1,0.013109023,0.000109242
44034,White County,Indiana,24496,307,10,0.012532658,0.00040823
44034,Whitley County,Indiana,24496,122,6,0.004980405,0.000244938
44034,Adair County,Iowa,#N/A,21,0,#N/A,#N/A
44034,Adams County,Iowa,#N/A,12,0,#N/A,#N/A
44034,Allamakee County,Iowa,#N/A,143,4,#N/A,#N/A
44034,Appanoose County,Iowa,71518,34,3,0.000475405,0.0000419
44034,Audubon County,Iowa,71518,22,1,0.000307615,0.000014
44034,Benton County,Iowa,17634,99,1,0.005614154,0.0000567
44034,Black Hawk County,Iowa,155547,2744,61,0.01764097,0.000392164
44034,Boone County,Iowa,13063,194,1,0.014851106,0.0000766
44034,Bremer County,Iowa,18411,147,7,0.007984357,0.000380207
44034,Buchanan County,Iowa,30233,81,1,0.002679192,0.0000331
44034,Buena Vista County,Iowa,30233,1760,12,0.058214534,0.000396917
44034,Butler County,Iowa,23316,87,2,0.003731343,0.0000858
44034,Calhoun County,Iowa,6694,71,2,0.010606513,0.000298775
44034,Carroll County,Iowa,110527,148,1,0.001339039,0.00000905
44034,Cass County,Iowa,110527,30,0,0.000271427,0
44034,Cedar County,Iowa,63942,104,1,0.001626474,0.0000156
44034,Cerro Gordo County,Iowa,63942,473,16,0.007397329,0.000250227
44034,Cherokee County,Iowa,214346,92,1,0.000429213,0.00000467
44034,Chickasaw County,Iowa,214346,40,0,0.000186614,0
44034,Clarke County,Iowa,116714,154,3,0.001319465,0.0000257
44034,Clay County,Iowa,3183,161,1,0.050581213,0.000314169
44034,Clayton County,Iowa,259424,66,3,0.00025441,0.0000116
44034,Clinton County,Iowa,6798,190,2,0.027949397,0.000294204
44034,Crawford County,Iowa,12630,688,3,0.054473476,0.00023753
44034,Dallas County,Iowa,16633,1600,34,0.096194313,0.002044129
44034,Davis County,Iowa,16633,46,1,0.002765586,0.0000601
44034,Decatur County,Iowa,27842,15,0,0.000538754,0
44034,Delaware County,Iowa,691893,67,1,0.0000968,0.00000145
44034,Des Moines County,Iowa,691893,120,2,0.000173437,0.00000289
44034,Dickinson County,Iowa,691893,350,4,0.000505859,0.00000578
44034,Dubuque County,Iowa,132403,1265,24,0.009554164,0.000181265
44034,Emmet County,Iowa,22598,122,0,0.005398708,0
44034,Fayette County,Iowa,106567,66,0,0.000619329,0
44034,Floyd County,Iowa,96317,95,2,0.000986326,0.0000208
44034,Franklin County,Iowa,22084,157,3,0.007109219,0.000135845
44034,Fremont County,Iowa,22084,16,0,0.000724506,0
44034,Greene County,Iowa,15994,37,0,0.002313368,0
44034,Grundy County,Iowa,15994,58,1,0.00362636,0.0000625
44034,Guthrie County,Iowa,15994,112,5,0.007002626,0.000312617
44034,Hamilton County,Iowa,179684,215,1,0.001196545,0.00000557
44034,Hancock County,Iowa,9429,93,2,0.009863188,0.000212112
44034,Hardin County,Iowa,28780,113,0,0.003926338,0
44034,Harrison County,Iowa,32024,73,0,0.00227954,0
44034,Henry County,Iowa,203922,100,3,0.000490384,0.0000147
44034,Howard County,Iowa,139900,43,0,0.000307362,0
44034,Humboldt County,Iowa,139900,72,1,0.000514653,0.00000715
44034,Ida County,Iowa,139900,27,0,0.000192995,0
44034,Iowa County,Iowa,139900,69,1,0.000493209,0.00000715
44034,Jackson County,Iowa,60485,105,0,0.001735968,0
44034,Jasper County,Iowa,13900,416,19,0.029928058,0.001366906
44034,Jefferson County,Iowa,16930,68,0,0.004016539,0
44034,Johnson County,Iowa,9980,1676,10,0.167935872,0.001002004
44034,Jones County,Iowa,28669,103,1,0.003592731,0.0000349
44034,Keokuk County,Iowa,28669,24,1,0.000837141,0.0000349
44034,Kossuth County,Iowa,28669,73,0,0.002546304,0
44034,Lee County,Iowa,28298,64,2,0.002261644,0.0000707
44034,Linn County,Iowa,7996,1667,87,0.20847924,0.01088044
44034,Louisa County,Iowa,14464,373,13,0.025788164,0.000898783
44034,Lucas County,Iowa,109233,39,4,0.000357035,0.0000366
44034,Lyon County,Iowa,29966,84,0,0.002803177,0
44034,Madison County,Iowa,28120,78,2,0.002773826,0.0000711
44034,Mahaska County,Iowa,28120,129,17,0.004587482,0.000604552
44034,Marion County,Iowa,8742,112,0,0.012811714,0
44034,Marshall County,Iowa,8742,1218,21,0.139327385,0.002402196
44034,Mills County,Iowa,6125,63,0,0.010285714,0
44034,Mitchell County,Iowa,23498,70,0,0.002978977,0
44034,Monona County,Iowa,23498,82,0,0.003489659,0
44034,Monroe County,Iowa,26424,63,7,0.002384196,0.000264911
44034,Montgomery County,Iowa,9123,25,2,0.002740327,0.000219226
44034,Muscatine County,Iowa,39628,744,45,0.018774604,0.001135561
44034,O'Brien County,Iowa,99958,110,1,0.001100462,0.00001
44034,Osceola County,Iowa,14899,72,0,0.004832539,0
44034,Page County,Iowa,53497,38,0,0.00071032,0
44034,Palo Alto County,Iowa,53497,61,0,0.001140251,0
44034,Plymouth County,Iowa,16430,391,6,0.023797931,0.000365186
44034,Pocahontas County,Iowa,16430,109,1,0.006634206,0.0000609
44034,Polk County,Iowa,16430,8644,191,0.526110773,0.011625076
44034,Pottawattamie County,Iowa,4470,961,16,0.214988814,0.003579418
44034,Poweshiek County,Iowa,4470,117,8,0.026174497,0.001789709
44034,Ringgold County,Iowa,17457,19,1,0.001088389,0.0000573
44034,Sac County,Iowa,17457,75,0,0.004296271,0
44034,Scott County,Iowa,3461,1365,11,0.394394684,0.003178272
44034,Shelby County,Iowa,25448,126,0,0.004951273,0
44034,Sioux County,Iowa,3034,545,0,0.17963085,0
44034,Story County,Iowa,1490,983,10,0.659731544,0.006711409
44034,Tama County,Iowa,7854,513,29,0.065317036,0.003692386
44034,Taylor County,Iowa,131506,85,0,0.000646358,0
44034,Union County,Iowa,9208,59,1,0.006407472,0.000108601
44034,Unknown County,Iowa,9208,13,0,0.001411816,0
44034,Van Buren County,Iowa,24254,22,1,0.000907067,0.0000412
44034,Wapello County,Iowa,24254,769,31,0.03170611,0.00127814
44034,Warren County,Iowa,24254,425,1,0.017522883,0.0000412
44034,Washington County,Iowa,24254,275,9,0.011338336,0.000371073
44034,Wayne County,Iowa,42481,11,1,0.000258939,0.0000235
44034,Webster County,Iowa,9154,565,5,0.061721652,0.000546209
44034,Winnebago County,Iowa,166994,59,0,0.000353306,0
44034,Winneshiek County,Iowa,7208,63,1,0.008740289,0.000138735
44034,Woodbury County,Iowa,7208,3495,47,0.484877913,0.006520533
44034,Worth County,Iowa,7208,47,0,0.006520533,0
44034,Wright County,Iowa,7208,423,1,0.058684795,0.000138735
44034,Allen County,Kansas,#N/A,12,0,#N/A,#N/A
44034,Anderson County,Kansas,#N/A,25,0,#N/A,#N/A
44034,Atchison County,Kansas,71518,50,0,0.000699125,0
44034,Barber County,Kansas,18395,4,0,0.00021745,0
44034,Barton County,Kansas,69367,81,3,0.001167702,0.0000432
44034,Bourbon County,Kansas,13063,65,1,0.004975886,0.0000766
44034,Brown County,Kansas,16243,25,0,0.001539125,0
44034,Butler County,Kansas,23316,144,0,0.006176016,0
44034,Chase County,Kansas,12171,6,0,0.000492975,0
44034,Chautauqua County,Kansas,26015,5,0,0.000192197,0
44034,Cherokee County,Kansas,214346,64,1,0.000298583,0.00000467
44034,Cheyenne County,Kansas,214346,2,0,0.00000933,0
44034,Clark County,Kansas,214346,38,1,0.000177283,0.00000467
44034,Clay County,Kansas,3183,13,2,0.004084197,0.000628338
44034,Cloud County,Kansas,6798,27,0,0.003971756,0
44034,Coffey County,Kansas,42356,62,8,0.001463783,0.000188875
44034,Comanche County,Kansas,124053,3,0,0.0000242,0
44034,Cowley County,Kansas,127317,118,2,0.00092682,0.0000157
44034,Crawford County,Kansas,12630,360,1,0.028503563,0.0000792
44034,Decatur County,Kansas,27842,5,0,0.000179585,0
44034,Dickinson County,Kansas,691893,32,1,0.0000462,0.00000145
44034,Doniphan County,Kansas,21796,34,0,0.001559919,0
44034,Douglas County,Kansas,132403,552,2,0.00416909,0.0000151
44034,Edwards County,Kansas,4034,9,0,0.002231036,0
44034,Elk County,Kansas,20166,1,0,0.0000496,0
44034,Ellis County,Kansas,20166,99,1,0.004909253,0.0000496
44034,Ellsworth County,Kansas,20166,14,0,0.000694238,0
44034,Finney County,Kansas,106567,1652,10,0.015501985,0.0000938
44034,Ford County,Kansas,96317,2065,10,0.021439621,0.000103824
44034,Franklin County,Kansas,22084,124,1,0.005614925,0.0000453
44034,Geary County,Kansas,920581,160,1,0.000173803,0.00000109
44034,Gove County,Kansas,55186,2,0,0.0000362,0
44034,Graham County,Kansas,25011,14,0,0.000559754,0
44034,Grant County,Kansas,25011,78,2,0.003118628,0.00008
44034,Gray County,Kansas,25011,44,0,0.001759226,0
44034,Greeley County,Kansas,25011,3,0,0.000119947,0
44034,Greenwood County,Kansas,15994,13,0,0.000812805,0
44034,Hamilton County,Kansas,179684,38,0,0.000211482,0
44034,Harper County,Kansas,28780,6,0,0.000208478,0
44034,Harvey County,Kansas,25213,129,3,0.005116408,0.000118986
44034,Haskell County,Kansas,25213,35,0,0.001388173,0
44034,Hodgeman County,Kansas,203922,10,0,0.000049,0
44034,Jackson County,Kansas,60485,131,1,0.002165826,0.0000165
44034,Jefferson County,Kansas,16930,44,0,0.002598937,0
44034,Jewell County,Kansas,8340,5,0,0.00059952,0
44034,Johnson County,Kansas,9980,4158,96,0.416633267,0.009619238
44034,Kearny County,Kansas,28669,53,1,0.001848687,0.0000349
44034,Kingman County,Kansas,28669,5,0,0.000174404,0
44034,Kiowa County,Kansas,28669,6,0,0.000209285,0
44034,Labette County,Kansas,28669,103,0,0.003592731,0
44034,Lane County,Kansas,18317,5,0,0.00027297,0
44034,Leavenworth County,Kansas,48434,1333,7,0.027521989,0.000144527
44034,Lincoln County,Kansas,7996,5,0,0.000625313,0
44034,Linn County,Kansas,7996,25,0,0.003126563,0
44034,Logan County,Kansas,7996,2,0,0.000250125,0
44034,Lyon County,Kansas,29966,586,7,0.019555496,0.000233598
44034,Marion County,Kansas,8742,36,1,0.004118051,0.00011439
44034,Marshall County,Kansas,8742,7,0,0.000800732,0
44034,McPherson County,Kansas,8742,118,0,0.013498055,0
44034,Meade County,Kansas,8742,37,0,0.004232441,0
44034,Miami County,Kansas,21992,92,0,0.004183339,0
44034,Mitchell County,Kansas,23498,22,0,0.00093625,0
44034,Montgomery County,Kansas,9123,106,3,0.011618985,0.000328839
44034,Morris County,Kansas,17868,6,0,0.000335796,0
44034,Morton County,Kansas,17868,7,2,0.000391762,0.000111932
44034,Nemaha County,Kansas,189885,41,0,0.00021592,0
44034,Neosho County,Kansas,189885,49,0,0.000258051,0
44034,Ness County,Kansas,189885,5,0,0.0000263,0
44034,Norton County,Kansas,99958,21,0,0.000210088,0
44034,Osage County,Kansas,14899,33,0,0.002214914,0
44034,Osborne County,Kansas,14899,3,0,0.000201356,0
44034,Ottawa County,Kansas,14899,26,0,0.001745084,0
44034,Pawnee County,Kansas,53497,7,0,0.000130848,0
44034,Phillips County,Kansas,22350,39,6,0.001744966,0.000268456
44034,Pottawatomie County,Kansas,4470,103,0,0.023042506,0
44034,Pratt County,Kansas,4470,28,0,0.006263982,0
44034,Reno County,Kansas,17457,179,1,0.010253766,0.0000573
44034,Republic County,Kansas,17457,21,0,0.001202956,0
44034,Rice County,Kansas,17457,16,0,0.000916538,0
44034,Riley County,Kansas,17457,411,3,0.023543564,0.000171851
44034,Rooks County,Kansas,17457,11,0,0.00063012,0
44034,Rush County,Kansas,17457,5,0,0.000286418,0
44034,Russell County,Kansas,17457,4,0,0.000229134,0
44034,Saline County,Kansas,17457,312,3,0.017872487,0.000171851
44034,Scott County,Kansas,3461,21,0,0.006067611,0
44034,Sedgwick County,Kansas,16921,3368,33,0.19904261,0.001950239
44034,Seward County,Kansas,16921,1149,4,0.067903788,0.000236393
44034,Shawnee County,Kansas,3378,1237,14,0.366193014,0.004144464
44034,Sheridan County,Kansas,25448,7,0,0.000275071,0
44034,Sherman County,Kansas,3034,9,0,0.002966381,0
44034,Smith County,Kansas,209714,3,0,0.0000143,0
44034,Stafford County,Kansas,8490,2,0,0.000235571,0
44034,Stanton County,Kansas,8490,17,0,0.002002356,0
44034,Stevens County,Kansas,1143,40,0,0.034995626,0
44034,Sumner County,Kansas,1490,72,2,0.048322148,0.001342282
44034,Thomas County,Kansas,12651,23,0,0.001818038,0
44034,Trego County,Kansas,16895,3,0,0.000177567,0
44034,Wabaunsee County,Kansas,24254,38,0,0.001566752,0
44034,Washington County,Kansas,24254,2,0,0.0000825,0
44034,Wichita County,Kansas,24496,1,0,0.0000408,0
44034,Wilson County,Kansas,24496,7,0,0.000285761,0
44034,Woodson County,Kansas,7208,11,0,0.001526082,0
44034,Wyandotte County,Kansas,7208,3937,90,0.546198668,0.012486127
44034,Adair County,Kentucky,#N/A,184,19,#N/A,#N/A
44034,Allen County,Kentucky,#N/A,205,8,#N/A,#N/A
44034,Anderson County,Kentucky,#N/A,41,1,#N/A,#N/A
44034,Ballard County,Kentucky,45720,26,0,0.000568679,0
44034,Barren County,Kentucky,18395,214,2,0.011633596,0.000108725
44034,Bath County,Kentucky,100157,24,1,0.000239624,0.00000998
44034,Bell County,Kentucky,100157,174,1,0.001737272,0.00000998
44034,Boone County,Kentucky,13063,871,23,0.066676874,0.001760698
44034,Bourbon County,Kentucky,13063,60,1,0.004593126,0.0000766
44034,Boyd County,Kentucky,13063,129,3,0.00987522,0.000229656
44034,Boyle County,Kentucky,13063,62,0,0.00474623,0
44034,Bracken County,Kentucky,13063,24,0,0.00183725,0
44034,Breathitt County,Kentucky,18411,18,0,0.000977676,0
44034,Breckinridge County,Kentucky,18411,38,2,0.002063983,0.000108631
44034,Bullitt County,Kentucky,30233,221,4,0.007309893,0.000132306
44034,Butler County,Kentucky,23316,283,15,0.012137588,0.000643335
44034,Caldwell County,Kentucky,23655,41,0,0.001733249,0
44034,Calloway County,Kentucky,6694,139,2,0.020764864,0.000298775
44034,Campbell County,Kentucky,50513,421,13,0.008334488,0.000257359
44034,Carlisle County,Kentucky,10998,16,1,0.00145481,0.0000909
44034,Carroll County,Kentucky,110527,128,2,0.001158088,0.0000181
44034,Carter County,Kentucky,110527,75,1,0.000678567,0.00000905
44034,Casey County,Kentucky,110527,140,8,0.001266659,0.0000724
44034,Christian County,Kentucky,214346,447,4,0.002085413,0.0000187
44034,Clark County,Kentucky,214346,122,7,0.000569173,0.0000327
44034,Clay County,Kentucky,3183,121,4,0.038014452,0.001256676
44034,Clinton County,Kentucky,6798,17,0,0.002500736,0
44034,Crittenden County,Kentucky,23439,21,1,0.000895943,0.0000427
44034,Cumberland County,Kentucky,23439,20,0,0.000853279,0
44034,Daviess County,Kentucky,16633,595,7,0.03577226,0.00042085
44034,Edmonson County,Kentucky,4034,87,12,0.021566683,0.002974715
44034,Elliott County,Kentucky,20166,7,0,0.000347119,0
44034,Estill County,Kentucky,22598,8,0,0.000354014,0
44034,Fayette County,Kentucky,106567,2558,42,0.024003678,0.000394118
44034,Fleming County,Kentucky,106567,40,0,0.000375351,0
44034,Floyd County,Kentucky,96317,61,1,0.000633325,0.0000104
44034,Franklin County,Kentucky,22084,198,5,0.008965767,0.000226408
44034,Fulton County,Kentucky,920581,36,1,0.0000391,0.00000109
44034,Gallatin County,Kentucky,920581,74,8,0.0000804,0.00000869
44034,Garrard County,Kentucky,920581,48,0,0.0000521,0
44034,Grant County,Kentucky,25011,80,5,0.003198593,0.000199912
44034,Graves County,Kentucky,25011,397,21,0.015873016,0.000839631
44034,Grayson County,Kentucky,25011,163,11,0.006517132,0.000439806
44034,Green County,Kentucky,25011,27,1,0.001079525,0.00004
44034,Greenup County,Kentucky,15994,63,0,0.003938977,0
44034,Hancock County,Kentucky,9429,38,0,0.00403012,0
44034,Hardin County,Kentucky,28780,404,7,0.014037526,0.000243224
44034,Harlan County,Kentucky,28780,107,2,0.00371786,0.0000695
44034,Harrison County,Kentucky,32024,105,0,0.003278791,0
44034,Hart County,Kentucky,25213,68,0,0.002697021,0
44034,Henderson County,Kentucky,11834,256,4,0.021632584,0.000338009
44034,Henry County,Kentucky,203922,64,2,0.000313845,0.00000981
44034,Hickman County,Kentucky,203922,16,0,0.0000785,0
44034,Hopkins County,Kentucky,203922,360,35,0.001765381,0.000171634
44034,Jackson County,Kentucky,60485,123,14,0.002033562,0.000231462
44034,Jefferson County,Kentucky,16930,5519,231,0.325989368,0.013644418
44034,Jessamine County,Kentucky,8340,195,0,0.023381295,0
44034,Johnson County,Kentucky,9980,17,0,0.001703407,0
44034,Kenton County,Kentucky,28669,1100,38,0.03836897,0.001325474
44034,Knott County,Kentucky,28669,27,0,0.000941784,0
44034,Knox County,Kentucky,28669,143,7,0.004987966,0.000244166
44034,Larue County,Kentucky,10078,50,1,0.004961302,0.0000992
44034,Laurel County,Kentucky,10078,273,4,0.027088708,0.000396904
44034,Lawrence County,Kentucky,48434,21,0,0.00043358,0
44034,Lee County,Kentucky,28298,3,0,0.000106015,0
44034,Leslie County,Kentucky,28298,16,0,0.000565411,0
44034,Letcher County,Kentucky,28298,26,0,0.000918793,0
44034,Lewis County,Kentucky,28298,26,0,0.000918793,0
44034,Lincoln County,Kentucky,7996,75,1,0.00937969,0.000125063
44034,Livingston County,Kentucky,7996,27,0,0.003376688,0
44034,Logan County,Kentucky,7996,285,21,0.035642821,0.002626313
44034,Lyon County,Kentucky,29966,25,3,0.000834279,0.000100113
44034,Madison County,Kentucky,28120,287,1,0.010206259,0.0000356
44034,Magoffin County,Kentucky,28120,9,0,0.000320057,0
44034,Marion County,Kentucky,8742,85,0,0.009723175,0
44034,Marshall County,Kentucky,8742,98,2,0.011210249,0.000228781
44034,Martin County,Kentucky,8742,20,0,0.002287806,0
44034,Mason County,Kentucky,8742,45,1,0.005147563,0.00011439
44034,McCracken County,Kentucky,8742,267,3,0.03054221,0.000343171
44034,McCreary County,Kentucky,8742,21,0,0.002402196,0
44034,McLean County,Kentucky,8742,36,0,0.004118051,0
44034,Meade County,Kentucky,8742,56,2,0.006405857,0.000228781
44034,Menifee County,Kentucky,8742,19,0,0.002173416,0
44034,Mercer County,Kentucky,8742,34,0,0.00388927,0
44034,Metcalfe County,Kentucky,21992,20,2,0.000909422,0.0000909
44034,Monroe County,Kentucky,26424,65,2,0.002459885,0.0000757
44034,Montgomery County,Kentucky,9123,89,0,0.009755563,0
44034,Morgan County,Kentucky,17868,24,0,0.001343183,0
44034,Muhlenberg County,Kentucky,17868,602,9,0.033691516,0.000503694
44034,Nelson County,Kentucky,189885,159,2,0.000837349,0.0000105
44034,Nicholas County,Kentucky,99958,16,0,0.000160067,0
44034,Ohio County,Kentucky,14899,316,1,0.021209477,0.0000671
44034,Oldham County,Kentucky,14899,413,8,0.027719981,0.000536949
44034,Owen County,Kentucky,14899,24,0,0.001610846,0
44034,Owsley County,Kentucky,14899,4,0,0.000268474,0
44034,Pendleton County,Kentucky,53497,28,0,0.000523394,0
44034,Perry County,Kentucky,22350,141,2,0.006308725,0.0000895
44034,Pike County,Kentucky,16430,166,3,0.010103469,0.000182593
44034,Powell County,Kentucky,4470,31,0,0.006935123,0
44034,Pulaski County,Kentucky,6161,200,2,0.032462263,0.000324623
44034,Robertson County,Kentucky,17457,2,0,0.000114567,0
44034,Rockcastle County,Kentucky,17457,44,0,0.002520479,0
44034,Rowan County,Kentucky,17457,46,0,0.002635046,0
44034,Russell County,Kentucky,17457,89,5,0.005098241,0.000286418
44034,Scott County,Kentucky,3461,193,0,0.05576423,0
44034,Shelby County,Kentucky,25448,635,22,0.024952845,0.000864508
44034,Simpson County,Kentucky,3034,113,5,0.037244562,0.001647989
44034,Spencer County,Kentucky,8490,63,0,0.007420495,0
44034,Taylor County,Kentucky,131506,84,1,0.000638754,0.0000076
44034,Todd County,Kentucky,32334,30,0,0.000927816,0
44034,Trigg County,Kentucky,16895,38,0,0.002249186,0
44034,Trimble County,Kentucky,16895,25,0,0.001479728,0
44034,Union County,Kentucky,9208,40,0,0.004344049,0
44034,Warren County,Kentucky,24254,2057,19,0.084810753,0.000783376
44034,Washington County,Kentucky,24254,43,0,0.001772903,0
44034,Wayne County,Kentucky,42481,43,0,0.001012217,0
44034,Webster County,Kentucky,9154,69,1,0.007537688,0.000109242
44034,Whitley County,Kentucky,24496,77,0,0.00314337,0
44034,Wolfe County,Kentucky,7208,7,0,0.000971143,0
44034,Woodford County,Kentucky,7208,103,0,0.014289678,0
44034,Acadia County,Louisiana,#N/A,2011,59,#N/A,#N/A
44034,Allen County,Louisiana,#N/A,777,16,#N/A,#N/A
44034,Ascension County,Louisiana,71518,2077,65,0.02904164,0.000908862
44034,Assumption County,Louisiana,71518,463,18,0.006473895,0.000251685
44034,Avoyelles County,Louisiana,71518,741,23,0.010361028,0.000321597
44034,Beauregard County,Louisiana,100157,529,9,0.005281708,0.0000899
44034,Bienville County,Louisiana,155547,327,28,0.002102258,0.00018001
44034,Bossier County,Louisiana,13063,1701,53,0.130215111,0.004057261
44034,Caddo County,Louisiana,23655,5254,263,0.222109491,0.011118157
44034,Calcasieu County,Louisiana,23655,4742,92,0.200465018,0.003889241
44034,Caldwell County,Louisiana,23655,166,1,0.007017544,0.0000423
44034,Cameron County,Louisiana,50513,147,0,0.002910142,0
44034,Catahoula County,Louisiana,110527,235,3,0.002126177,0.0000271
44034,Claiborne County,Louisiana,214346,186,10,0.000867756,0.0000467
44034,Concordia County,Louisiana,124053,208,7,0.001676703,0.0000564
44034,De Soto County,Louisiana,22330,534,23,0.023914017,0.001030004
44034,East Baton Rouge County,Louisiana,11008,8919,300,0.810228924,0.027252907
44034,East Carroll County,Louisiana,11008,480,1,0.043604651,0.0000908
44034,East Feliciana County,Louisiana,11008,419,34,0.038063227,0.003088663
44034,Evangeline County,Louisiana,22598,562,2,0.024869457,0.0000885
44034,Franklin County,Louisiana,22084,649,16,0.029387792,0.000724506
44034,Grant County,Louisiana,25011,184,3,0.007356763,0.000119947
44034,Iberia County,Louisiana,139900,1813,55,0.012959257,0.000393138
44034,Iberville County,Louisiana,139900,964,44,0.006890636,0.00031451
44034,Jackson County,Louisiana,60485,325,18,0.005373233,0.000297594
44034,Jefferson County,Louisiana,16930,12812,507,0.756763142,0.02994684
44034,Jefferson Davis County,Louisiana,16930,845,20,0.0499114,0.001181335
44034,LaSalle County,Louisiana,10078,174,1,0.01726533,0.0000992
44034,Lafayette County,Louisiana,28669,5339,67,0.186229028,0.002337019
44034,Lafourche County,Louisiana,28669,2140,95,0.074645087,0.003313684
44034,Lincoln County,Louisiana,7996,568,20,0.071035518,0.002501251
44034,Livingston County,Louisiana,7996,2097,45,0.262256128,0.005627814
44034,Madison County,Louisiana,28120,499,6,0.017745377,0.000213371
44034,Morehouse County,Louisiana,9123,358,11,0.039241478,0.001205744
44034,Natchitoches County,Louisiana,189885,548,15,0.002885957,0.000079
44034,Orleans County,Louisiana,14899,9586,546,0.643398886,0.036646755
44034,Ouachita County,Louisiana,14899,3778,98,0.253574065,0.006577623
44034,Plaquemines County,Louisiana,16430,357,18,0.021728545,0.001095557
44034,Pointe Coupee County,Louisiana,16430,555,29,0.033779671,0.001765064
44034,Rapides County,Louisiana,17457,2492,94,0.142750759,0.005384659
44034,Red River County,Louisiana,17457,136,9,0.007790571,0.000515553
44034,Richland County,Louisiana,17457,409,5,0.023428997,0.000286418
44034,Sabine County,Louisiana,17457,417,4,0.023887266,0.000229134
44034,St. Bernard County,Louisiana,8490,874,24,0.102944641,0.002826855
44034,St. Charles County,Louisiana,8490,1088,50,0.128150766,0.005889282
44034,St. Helena County,Louisiana,8490,200,1,0.023557126,0.000117786
44034,St. James County,Louisiana,8490,533,30,0.062779741,0.003533569
44034,St. John the Baptist County,Louisiana,8490,1191,88,0.140282686,0.010365135
44034,St. Landry County,Louisiana,8490,1655,67,0.194935218,0.007891637
44034,St. Martin County,Louisiana,8490,1333,32,0.157008245,0.00376914
44034,St. Mary County,Louisiana,8490,1189,39,0.140047114,0.00459364
44034,St. Tammany County,Louisiana,8490,3954,190,0.465724382,0.02237927
44034,Tangipahoa County,Louisiana,7854,2536,53,0.322892793,0.006748154
44034,Tensas County,Louisiana,131506,45,0,0.00034219,0
44034,Terrebonne County,Louisiana,131506,2173,69,0.016523961,0.000524691
44034,Union County,Louisiana,9208,519,30,0.056364031,0.003258036
44034,Unknown County,Louisiana,9208,121,112,0.013140747,0.012163336
44034,Vermilion County,Louisiana,24254,947,12,0.039045106,0.000494764
44034,Vernon County,Louisiana,24254,478,16,0.019708089,0.000659685
44034,Washington County,Louisiana,24254,1033,54,0.042590913,0.002226437
44034,Webster County,Louisiana,9154,721,12,0.078763382,0.001310902
44034,West Baton Rouge County,Louisiana,9154,490,33,0.053528512,0.003604981
